,UT1_hours,alpha,delta,year,month,days,deltaT,Lambda,Miu,Niu,P,Q,SG_d,deltaT_SI,jd
0,21.57512833,142.935,8.521111111,1965,1,14,0.0,-0.7891439307993768,0.5960674272555554,0.14817381228628504,0.29627190098827444,-0.35108575981572193,78.0321280648311,0.0,-12769.600293449088
1,21.60311055,157.2741667,-2.395,1965,1,14,0.12485687793073348,-0.9215582970478929,0.38598449379160416,-0.04178846365477428,0.5203112385304128,-0.19322344068917247,78.45301051139832,100.73598120000611,-12769.599127523381
2,21.63141972,171.81791669999998,-14.50833333,1965,1,14,0.25117263170835386,-0.9582566000732619,0.13778102486286736,-0.25052081271577153,0.7082834440468165,-0.008121613347924592,78.87881071070831,202.64900040000666,-12769.597947974547
3,21.65449139,183.13416669999998,-23.56333333,1965,1,14,0.35411859147345986,-0.9152477093203553,-0.0501154444748697,-0.39976252051552885,0.8055542825971442,0.13150697565902358,79.22583322326342,285.70699800000625,-12769.59698665513
4,21.71409417,208.6404167,-40.02027778,1965,1,14,0.6200666676061687,-0.6721154419353875,-0.36706452095992986,-0.6430586832976101,0.870732081312815,0.3708439634504433,80.12232269843419,500.2769988000012,-12769.594503206044
5,21.74287556,219.1020833,-44.99861111,1965,1,14,0.7484894574462315,-0.5487447629378402,-0.44598590319844417,-0.7070896402130082,0.855494873439947,0.4344174268148099,80.55522554516793,603.8899992000097,-12769.593303981503
