,Alpha,Delta,deltaT,vx,vy,vz,x,y,z
177,-0.19625092844586497,0.5023284858262325,17700.0,6169933.322447813,4619417.616022346,792938.6727572958,6169933.322447813,4619417.616022346,792938.6727572958
178,-0.15880642437872744,0.5392481610318193,17800.0,5823088.300364119,4967944.529438453,1313064.14528882,5823088.300364119,4967944.529438453,1313064.14528882
179,-0.12145067444686115,0.5761939524047087,17900.0,5426797.10015416,5274292.919789144,1822045.7002034672,5426797.10015416,5274292.919789144,1822045.7002034672
180,-0.08422319269967024,0.6133155676734265,18000.0,4984737.283502537,5536165.492036386,2315666.587531629,4984737.283502537,5536165.492036386,2315666.587531629
181,-0.047164547297111614,0.6507687745282255,18100.0,4500916.553575156,5751664.280719748,2789893.754912124,4500916.553575156,5751664.280719748,2789893.754912124
182,-0.010317426315403902,0.6887182322527712,18200.0,3979631.57527328,5919295.430068557,3240905.6191634107,3979631.57527328,5919295.430068557,3240905.6191634107
183,0.026272042106727265,0.7273407436386787,18300.0,3425427.196181032,6037970.296410396,3665116.196193957,3425427.196181032,6037970.296410396,3665116.196193957
184,0.06255270062575288,0.7668291602158502,18400.0,2843055.5428089374,6107003.681261362,4059196.63751166,2843055.5428089374,6107003.681261362,4059196.63751166
185,0.09846633384759275,0.8073971042708553,18500.0,2237435.9162918553,6126109.243963063,4420093.695052033,2237435.9162918553,6126109.243963063,4420093.695052033
186,0.13394504026117157,0.849284807591137,18600.0,1613615.5281574517,6095392.534737654,4745045.500644614,1613615.5281574517,6095392.534737654,4745045.500644614
187,0.16890774548982299,0.8927664485333583,18700.0,976731.288229146,6015341.943080798,5031594.813779961,976731.288229146,6015341.943080798,5031594.813779961
188,0.20325547523729887,0.9381595140149205,18800.0,331972.7636527177,5886817.843129122,5277599.931744848,331972.7636527177,5886817.843129122,5277599.931744848
189,0.23686481063739925,0.9858369150843532,18900.0,-315453.6259652702,5711040.184075301,5481243.455629035,-315453.6259652702,5711040.184075301,5481243.455629035
190,0.26957863609582555,1.0362428715431302,19000.0,-960359.1578292968,5489574.737501662,5641039.0978816375,-960359.1578292968,5489574.737501662,5641039.0978816375
191,0.3011927809246658,1.089913986442408,19100.0,-1597606.117034638,5224318.176079791,5755836.703243382,-1597606.117034638,5224318.176079791,5755836.703243382
192,0.33143631227982556,1.1475074959573333,19200.0,-2222139.915182893,4917482.120637823,5824825.636166463,-2222139.915182893,4917482.120637823,5824825.636166463
193,0.3599418114779519,1.209839440503138,19300.0,-2829020.082301385,4571576.256123392,5847536.665324412,-2829020.082301385,4571576.256123392,5847536.665324412
194,0.3861995213595902,1.277936462715258,19400.0,-3413450.309390608,4189390.512834604,5823842.442319901,-3413450.309390608,4189390.512834604,5823842.442319901
195,0.4094849528778705,1.3531057809553917,19500.0,-3970806.8070153436,3773976.9289047546,5753956.730278868,-3970806.8070153436,3773976.9289047546,5753956.730278868
196,0.428742262517239,1.437028679494832,19600.0,-4496667.994366657,3328629.0672965082,5638432.115768516,-4496667.994366657,3328629.0672965082,5638432.115768516
197,0.4423925745561985,1.5318792992145898,19700.0,-4986839.570715368,2856863.414389861,5478156.944110704,-4986839.570715368,2856863.414389861,5478156.944110704
198,0.448016526265548,1.6404619292873868,19800.0,-5437382.735245057,2362396.924492831,5274350.460265396,-5437382.735245057,2362396.924492831,5274350.460265396
199,0.4418337266677128,1.7663264664264382,19900.0,-5844639.270777276,1849125.4701765806,5028557.013748397,-5844639.270777276,1849125.4701765806,5028557.013748397
200,0.41790046380241974,1.9137433321289077,20000.0,-6205256.732530357,1321100.6227183873,4742638.772627391,-6205256.732530357,1321100.6227183873,4742638.772627391
201,0.3671156688442324,2.0872544734435388,20100.0,-6516212.771619555,782505.4244408896,4418767.011253363,-6516212.771619555,782505.4244408896,4418767.011253363
202,0.27697285332646193,2.290298576812181,20200.0,-6774838.652738366,237628.97552168556,4059411.8406736692,-6774838.652738366,237628.97552168556,4059411.8406736692
203,0.1354499940887331,2.5224996081355577,20300.0,-6978841.863987563,-309160.2413671925,3667330.2527542026,-6978841.863987563,-309160.2413671925,3667330.2527542026
204,-0.0557772353972922,2.7765241281353585,20400.0,-7126327.67279651,-853442.3637583195,3245552.3347457107,-7126327.67279651,-853442.3637583195,3245552.3347457107
205,-0.2672131090108491,3.037850963378373,20500.0,-7215819.435305534,-1390775.5259348545,2797365.5019634566,-7215819.435305534,-1390775.5259348545,2797365.5019634566
206,-0.45691025900540966,3.2900649224689333,20600.0,-7246277.41851371,-1916726.6295777464,2326296.593391071,-7246277.41851371,-1916726.6295777464,2326296.593391071
207,-0.6036007773669616,3.521898450335747,20700.0,-7217115.846265463,-2426903.4946248,1836091.679391825,-7217115.846265463,-2426903.4946248,1836091.679391825
208,-0.7098794492201582,3.7297560069238926,20800.0,-7128217.83336226,-2916988.3342952407,1330693.4433411718,-7128217.83336226,-2916988.3342952407,1330693.4433411718
209,-0.7863651161045675,3.9154900167886773,20900.0,-6979947.839093178,-3382772.42163045,814216.0514232535,-6979947.839093178,-3382772.42163045,814216.0514232535
210,-0.8424478080031944,4.083186183108521,21000.0,-6773161.153637929,-3820191.9635967445,290917.2200047795,-6773161.153637929,-3820191.9635967445,290917.2200047795
211,-0.8844762851931248,4.237103577765053,21100.0,-6509210.165683415,-4225364.440543104,-234831.97289633827,-6509210.165683415,-4225364.440543104,-234831.97289633827
212,-0.9163791865991963,4.38080848092581,21200.0,-6189946.651310473,-4594625.915235637,-758580.4308014363,-6189946.651310473,-4594625.915235637,-758580.4308014363
213,-0.94052262474882,4.5169643683915375,21300.0,-5817719.8596758945,-4924568.224057186,-1275832.6541899177,-5817719.8596758945,-4924568.224057186,-1275832.6541899177
214,-0.9583309379370947,4.6473881227520515,21400.0,-5395369.831446359,-5212075.953494836,-1782086.8577994474,-5395369.831446359,-5212075.953494836,-1782086.8577994474
215,-0.9706776537965203,4.773189010794694,21500.0,-4926215.592366414,-5454362.591984575,-2272875.2261429154,-4926215.592366414,-5454362.591984575,-2272875.2261429154
216,-0.9781232010472495,4.89492321300322,21600.0,-4414037.57951452,-5649005.407112087,-2743806.253456898,-4414037.57951452,-5649005.407112087,-2743806.253456898
217,-0.9810586427004753,5.012743790304254,21700.0,-3863054.5204481743,-5793978.11865538,-3190608.180289245,-3863054.5204481743,-5793978.11865538,-3190608.180289245
218,-0.9797918378951616,5.126539989035885,21800.0,-3277893.9895030614,-5887681.009956464,-3609173.634337334,-3277893.9895030614,-5887681.009956464,-3609173.634337334
219,-0.9745972179491245,5.236060764459756,21900.0,-2663556.9143600343,-5928967.557955758,-3995604.4669064474,-2663556.9143600343,-5928967.557955758,-3995604.4669064474
220,-0.9657419232161814,5.341016638981223,22000.0,-2025375.9644935923,-5917166.940450424,-4346256.22818423,-2025375.9644935923,-5917166.940450424,-4346256.22818423
221,-0.953496633932242,5.4411549774242225,22100.0,-1368968.0537043093,-5852101.7164055,-4657781.495961712,-1368968.0537043093,-5852101.7164055,-4657781.495961712
222,-0.9381370263794679,5.536307034976741,22200.0,-700181.341669477,-5734100.034816895,-4927171.241291741,-700181.341669477,-5734100.034816895,-4927171.241291741
223,-0.9199402056423914,5.626409185132076,22300.0,-25037.296033387072,-5564001.805563371,-5151793.386879908,-25037.296033387072,-5564001.805563371,-5151793.386879908
224,-0.8991791840496446,5.711503876483957,22400.0,650331.4488993329,-5343158.3723647185,-5329427.714152309,650331.4488993329,-5343158.3723647185,-5329427.714152309
225,-0.8761173616997452,5.791727202883533,22500.0,1319746.5368921058,-5073425.361315139,-5458296.305880589,1319746.5368921058,-5073425.361315139,-5458296.305880589
226,-0.8510040560646164,5.867289583423033,22600.0,1977051.5935539952,-4757148.534576912,-5537088.774374184,1977051.5935539952,-4757148.534576912,-5537088.774374184
227,-0.824071467162164,5.9384546002265814,22700.0,2616181.028462043,-4397142.6520388,-5564981.620161348,2616181.028462043,-4397142.6520388,-5564981.620161348
228,-0.7955330475123008,6.0055192848315615,22800.0,3231228.7903046776,-3996663.459829607,-5541651.182577438,3231228.7903046776,-3996663.459829607,-5541651.182577438
229,-0.7655830809228392,6.068797476449037,22900.0,3816514.99808174,-3559373.744797354,-5467279.877334945,3816514.99808174,-3559373.744797354,-5467279.877334945
230,-0.734397021108985,6.128607127724021,23000.0,4366652.057456852,-3089301.9031788656,-5342555.192057769,4366652.057456852,-3089301.9031788656,-5342555.192057769
231,-0.702132602445546,6.185260770683843,23100.0,4876603.079640681,-2590798.15657557,-5168662.135856363,4876603.079640681,-2590798.15657557,-5168662.135856363
232,-0.6689310854016418,6.239059478941423,23200.0,5341739.169232762,-2068483.4570841477,-4947268.260165647,5341739.169232762,-2068483.4570841477,-4947268.260165647
233,-0.6349187876366214,0.007103717227537237,23300.0,5757888.246771667,-1527196.9045739144,-4680502.501531664,5757888.246771667,-1527196.9045739144,-4680502.501531664
234,-0.6002086040174547,0.05603267715448539,23400.0,6121377.858531693,-971940.1588144377,-4370927.827255858,6121377.858531693,-971940.1588144377,-4370927.827255858
235,-0.564901488125897,0.1029118713423456,23500.0,6429070.390413327,-407820.66672751354,-4021508.476906223,6429070.390413327,-407820.66672751354,-4021508.476906223
236,-0.5290878440119393,0.14797472918338347,23600.0,6678390.398881958,160005.33721571695,-3635572.5265372675,6678390.398881958,160005.33721571695,-3635572.5265372675
237,-0.49284880758756416,0.19143827235112795,23700.0,6867343.863578729,726389.041731419,-3216770.607975448,6867343.863578729,726389.041731419,-3216770.607975448
238,-0.4562574130251613,0.23350448491257983,23800.0,6994529.376146106,1286243.538660009,-2769031.665962357,6994529.376146106,1286243.538660009,-2769031.665962357
239,-0.4193796496083051,0.27436191211669764,23900.0,7059141.475226654,1834595.731129211,-2296516.6529380265,7059141.475226654,1834595.731129211,-2296516.6529380265
240,-0.38227542049868574,0.31418738290828907,24000.0,7060966.510938864,2366634.950514882,-1803571.0466171647,7060966.510938864,2366634.950514882,-1803571.0466171647
241,-0.3449994182645201,0.35314779178383254,24100.0,7000371.567733826,2877757.6977704605,-1294677.0326694823,7000371.567733826,2877757.6977704605,-1294677.0326694823
242,-0.30760193384025963,0.3914019058078088,24200.0,6878287.088790337,3363608.0659993435,-774406.1283588547,6878287.088790337,3363608.0659993435,-774406.1283588547
243,-0.2701296179021588,0.4291021839110117,24300.0,6696183.933537032,3820113.5273613217,-247372.95591520984,6696183.933537032,3820113.5273613217,-247372.95591520984
244,-0.23262620474647683,0.46639662265315995,24400.0,6456045.593798713,4243516.017389278,281809.36114082515,6456045.593798713,4243516.017389278,281809.36114082515
245,-0.19513324334402996,0.5034306232316412,24500.0,6160336.498139906,4630397.979775217,808571.3391649167,6160336.498139906,4630397.979775217,808571.3391649167
246,-0.15769081787714165,0.5403489512104945,24600.0,5811966.970653706,4977703.904718392,1328426.987156222,5811966.970653706,4977703.904718392,1328426.987156222
247,-0.1203383190434634,0.5772977967892328,24700.0,5414255.786759313,5282757.082997034,1837010.5790830613,5414255.786759313,5282757.082997034,1837010.5790830613
248,-0.08311527802769957,0.6144270113840201,24800.0,4970890.94011745,5543272.027769902,2330110.417470362,4970890.94011745,5543272.027769902,2330110.417470362
249,-0.04606231014279715,0.6518925847115391,24900.0,4485889.352764387,5757362.773595553,2803699.367925682,4485889.352764387,5757362.773595553,2803699.367925682
250,-0.009222185544776192,0.6898594887057811,25000.0,3963555.6787419207,5923547.5510539105,3253962.5421857005,3963555.6787419207,5923547.5510539105,3253962.5421857005
251,0.027358842411988382,0.7285049447762564,25100.0,3408441.5369430548,6040749.7893060045,3677321.328578746,3408441.5369430548,6040749.7893060045,3677321.328578746
252,0.06362943768896497,0.7680223508264897,25200.0,2825304.616703544,6108296.264550215,4070454.84465771,2825304.616703544,6108296.264550215,4070454.84465771
253,0.09953113756568346,0.8086260319091897,25300.0,2219068.5972714173,6125912.436073337,4430318.3174513485,2219068.5972714173,6125912.436073337,4430318.3174513485
254,0.13499570317235413,0.850557117509498,25400.0,1594783.9126628535,6093715.41276511,4754158.784668572,1594783.9126628535,6093715.41276511,4754158.784668572
255,0.1699416020345054,0.8940909305508774,25500.0,957589.5730606113,6012204.843819678,5039528.269921584,957589.5730606113,6012204.843819678,5039528.269921584
256,0.20426923636980962,0.9395464197816803,25600.0,312676.1600142857,5882252.014312729,5284294.626135683,312676.1600142857,5882252.014312729,5284294.626135683
257,0.23785433250753124,0.9872983713799905,25700.0,-334749.94105112273,5705087.39267837,5486650.240514619,-334749.94105112273,5705087.39267837,5486650.240514619
258,0.2705385896920847,1.037793425434231,25800.0,-979501.0527651268,5482286.840851601,5645118.7864075145,-979501.0527651268,5482286.840851601,5645118.7864075145
259,0.30211617015030584,1.0915713324480858,25900.0,-1616441.4805453185,5215756.660402074,5758560.193410275,-1616441.4805453185,5215756.660402074,5758560.193410275
260,0.33231375543816405,1.1492934550875946,26000.0,-2240519.5965789673,4907717.610554303,5826173.988191843,-2240519.5965789673,4907717.610554303,5826173.988191843
261,0.36076044579091837,1.2117812868599367,26100.0,-2846798.7992939707,4560687.997558489,5847501.135928203,-2846798.7992939707,4560687.997558489,5847501.135928203
262,0.3869412940882582,1.2800687226079404,26200.0,-3430487.5190160237,4177465.8353321855,5822424.478990804,-3430487.5190160237,4177465.8353321855,5822424.478990804
263,0.41012389735884275,1.355472658161395,26300.0,-3986967.577217823,3761110.6658670814,5751167.926845718,-3986967.577217823,3761110.6658670814,5751167.926845718
264,0.4292400616217984,1.4396872339300784,26400.0,-4511823.812241218,3314922.9705317765,5634294.126797517,-4511823.812241218,3314922.9705317765,5634294.126797517
265,0.4426912305338114,1.5349033596545447,26500.0,-5000869.134750625,2842425.5498955706,5472701.372814793,-5000869.134750625,2842425.5498955706,5472701.372814793
266,0.44802621711188584,1.6439461846341992,26600.0,-5450172.752492021,2347341.010967821,5267618.696030375,-5450172.752492021,2347341.010967821,5267618.696030375
267,0.4414132285980734,1.7703886570972125,26700.0,-5856085.208812773,1833570.2098270876,5020600.036889889,-5856085.208812773,1833570.2098270876,5020600.036889889
268,0.4168287965143902,1.9185189621110588,26800.0,-6215263.555881349,1305168.9950539758,4733516.915980397,-6215263.555881349,1305168.9950539758,4733516.915980397
269,0.3650650860063394,2.0928721299712123,26900.0,-6524695.655234933,766323.945881926,4408549.677013596,-6524695.655234933,766323.945881926,4408549.677013596
270,0.2735390904984372,2.2968188847227964,27000.0,-6781723.670071481,221326.92243159702,4048177.1688939324,-6781723.670071481,221326.92243159702,4048177.1688939324
271,0.13039334993583787,2.5298171369538793,27100.0,-6984066.6459852755,-325451.6483690748,3655164.737406115,-6984066.6459852755,-325451.6483690748,3655164.737406115
272,-0.06200523533490926,2.784297124110151,27200.0,-7129842.032733636,-869590.8158971844,3232550.3829063335,-7129842.032733636,-869590.8158971844,3232550.3829063335
273,-0.273364777776529,3.0455792066014906,27300.0,-7217585.952985698,-1406648.5238166084,2783628.931506317,-7217585.952985698,-1406648.5238166084,2783628.931506317
274,-0.461938092239314,3.297310171392479,27400.0,-7246271.975914318,-1932192.4222804953,2311934.064581675,-7246271.975914318,-1932192.4222804953,2311934.064581675
275,-0.607307579287406,3.5284452861132602,27500.0,-7215328.105279366,-2441832.0593235977,1821218.0560400845,-7215328.105279366,-2441832.0593235977,1821218.0560400845
276,-0.7125378716349473,3.73559796841056,27600.0,-7124651.644934656,-2931252.3940184508,1315429.0796769182,-7124651.644934656,-2931252.3940184508,1315429.0796769182
277,-0.7882941671453902,3.920730422403204,27700.0,-6974621.571595755,-3396248.4980351096,798686.0006957654,-6974621.571595755,-3396248.4980351096,798686.0006957654
278,-0.8438801307169909,4.087956255038351,27800.0,-6766107.928793785,-3832761.453870329,275250.36829791777,-6766107.928793785,-3832761.453870329,275250.36829791777
279,-0.8855594521663533,4.2415218422339,27900.0,-6500477.985751296,-4236914.722102173,-250503.8602724403,-6500477.985751296,-4236914.722102173,-250503.8602724403
280,-0.9172026277357784,4.384967543337726,28000.0,-6179598.406008759,-4605051.455069388,-774123.7353735802,-6179598.406008759,-4605051.455069388,-774123.7353735802
281,-0.94114001856985,4.52093007246998,28100.0,-5805833.197856365,-4933771.688044271,-1291113.0069961397,-5805833.197856365,-4933771.688044271,-1291113.0069961397
282,-0.958774822456094,4.651203027678394,28200.0,-5382036.884296628,-5219969.299669953,-1796970.3112885894,-5382036.884296628,-5219969.299669953,-1796970.3112885894
283,-0.9709683756754741,4.776876941345218,28300.0,-4911542.537526712,-5460868.130851517,-2287229.485619627,-4911542.537526712,-5460868.130851517,-2287229.485619627
284,-0.9782743320242624,4.898493844036896,28400.0,-4398144.029139541,-5654056.813033074,-2757501.96285951,-4398144.029139541,-5654056.813033074,-2757501.96285951
285,-0.9810802478557794,5.0161969778100275,28500.0,-3846072.7369439444,-5797521.36782472,-3203520.2374471496,-3846072.7369439444,-5797521.36782472,-3203520.2374471496
286,-0.9796924079183182,5.129869710516348,28600.0,-3259967.914809022,-5889675.228331059,-3621182.528276073,-3259967.914809022,-5889675.228331059,-3621182.528276073
287,-0.974384741305087,5.2392584998613305,28700.0,-2644841.0164854545,-5929385.7558539715,-4006597.6134763286,-2644841.0164854545,-5929385.7558539715,-4006597.6134763286
288,-0.9654243965122506,5.344074018220693,28800.0,-2006033.9045863762,-5915996.613047089,-4356129.282868757,-2006033.9045863762,-5915996.613047089,-4356129.282868757
289,-0.9530822159434404,5.444065589748627,28900.0,-1349171.1826148601,-5849345.29005106,-4666439.62015122,-1349171.1826148601,-5849345.29005106,-4666439.62015122
290,-0.9376339861296861,5.539067414183357,29000.0,-680107.0401923177,-5729775.141010309,-4934530.2971154405,-680107.0401923177,-5729775.141010309,-4934530.2971154405
291,-0.9193567737329216,5.629019098522874,29100.0,-4867.178285311442,-5558141.367180098,-5157781.0352734085,-4867.178285311442,-5558141.367180098,-5157781.0352734085
292,-0.8985233808199564,5.713966113164571,29200.0,670413.4444190417,-5335810.490347389,-5333984.39130372,670413.4444190417,-5335810.490347389,-5333984.39130372
293,-0.8753968454441883,5.794047067966441,29300.0,1339556.13938133,-5064652.994385207,-5461376.0546128675,1339556.13938133,-5064652.994385207,-5461376.0546128675
294,-0.8502260111010479,5.869474272911958,29400.0,1996406.2420327587,-4747028.96947668,-5538659.909399146,1996406.2420327587,-4747028.96947668,-5538659.909399146
295,-0.823242535792675,5.940512579978033,29500.0,2634901.9278916935,-4385766.767170889,-5565027.209439918,2634901.9278916935,-4385766.767170889,-5565027.209439918
296,-0.7946593013496184,6.00745974474391,29600.0,3249142.936981991,-3984134.7952346383,-5540169.331462173,3249142.936981991,-3984134.7952346383,-5540169.331462173
297,-0.7646700213850983,6.070629894782262,29700.0,3833457.171137635,-3545807.370338894,-5464283.8061492,3833457.171137635,-3545807.370338894,-5464283.8061492
298,-0.7334496026715273,6.130340942255055,29800.0,4382466.672414688,-3074823.140345868,-5338073.0996035775,4382466.672414688,-3074823.140345868,-5338073.0996035775
299,-0.7011552694263333,6.1869051506039385,29900.0,4891145.915066827,-2575541.1656695907,-5162736.866027928,4891145.915066827,-2575541.1656695907,-5162736.866027928
300,-0.667927813883499,6.2406231819793145,30000.0,5354878.953432443,-2052589.6794718562,-4939956.754694459,5354878.953432443,-2052589.6794718562,-4939956.754694459
301,-0.6338931313542661,0.008595008028334216,30100.0,5769508.027508639,-1510813.4417178612,-4671875.071088674,5769508.027508639,-1510813.4417178612,-4671875.071088674
302,-0.5991637394904461,0.057459293367007974,30200.0,6131376.163945589,-955218.0923123951,-4361067.249469914,6131376.163945589,-955218.0923123951,-4361067.249469914
303,-0.5638402576178663,0.10428102290704887,30300.0,6437362.159703277,-390913.3564136359,-4010508.9435578827,6437362.159703277,-390913.3564136359,-4010508.9435578827
304,-0.5280127953997715,0.14929312006164633,30400.0,6684907.673817009,176943.9460457489,-3623538.4637027862,6684907.673817009,176943.9460457489,-3623538.4637027862
305,-0.4917622308054597,0.192712136725294,30500.0,6872036.238282792,743206.0726609067,-3203815.394888413,6872036.238282792,743206.0726609067,-3203815.394888413
306,-0.4551613731244169,0.23473963219939517,30600.0,6997364.208685146,1302788.7733960575,-2755276.2793459753,6997364.208685146,1302788.7733960575,-2755276.2793459753
307,-0.4182760167039237,0.27556377695817647,30700.0,7060103.870047929,1850723.110351502,-2282088.263569452,7060103.870047929,1850723.110351502,-2282088.263569452
308,-0.3811658970066584,0.3153610776914332,30800.0,7060059.085979309,2382203.966896898,-1788601.5939944321,7060059.085979309,2382203.966896898,-1788601.5939944321
309,-0.3438855639060895,0.35429816027707706,30900.0,6997614.023888044,2892634.665898256,-1279301.8019870855,6997614.023888044,2892634.665898256,-1279301.8019870855
310,-0.3064851889287469,0.39253357727278715,31000.0,6873715.60233413,3377667.2581541184,-758762.3517065388,6873715.60233413,3377667.2581541184,-758762.3517065388
311,-0.26901132540566547,0.43021962767821514,31100.0,6689850.393802796,3833238.168871801,-231598.4561773626,6689850.393802796,3833238.168871801,-231598.4561773626
312,-0.23150763197724256,0.4675042032745917,31200.0,6448016.710822932,4255599.135041404,297577.463631505,6448016.710822932,4255599.135041404,297577.463631505
313,-0.1940156032468235,0.5045326576403577,31300.0,6150692.801161612,4641343.11183228,824197.8533303037,6150692.801161612,4641343.11183228,824197.8533303037
314,-0.15657529135751652,0.5414497682663769,31400.0,5800801.723295326,4987425.666404351,1343779.7908879963,5800801.723295326,4987425.666404351,1343779.7908879963
315,-0.11922607871675692,0.5784018011635153,31500.0,5401673.839248835,5291181.599015517,1851961.6711791009,5401673.839248835,5291181.599015517,1851961.6711791009
316,-0.0820075144750484,0.6155387536374798,31600.0,4957007.538705727,5550337.2384068575,2344536.8764522453,4957007.538705727,5550337.2384068575,2344536.8764522453
317,-0.044960262064400666,0.6530168399334045,31700.0,4470828.9261401985,5763018.623190857,2817484.214673491,4470828.9261401985,5763018.623190857,2817484.214673491
318,-0.008127174872822157,0.6910013475534031,31800.0,3947450.6081361435,5927756.071290456,3266995.514156698,3947450.6081361435,5927756.071290456,3266995.514156698
319,0.02844536710371671,0.7296699199901127,31900.0,3391430.93865426,6043485.082955606,3689499.5545654222,3391430.93865426,6043485.082955606,3689499.5545654222
320,0.06470584732872468,0.7692165057278926,32000.0,2807533.134156242,6109544.404908126,4081683.4358642623,2807533.134156242,6109544.404908126,4081683.4358642623
321,0.10059555341741666,0.8098561377852276,32100.0,2200685.2170898165,6125671.29010055,4440510.87412776,2200685.2170898165,6125671.29010055,4440510.87412776
322,0.13604590604037883,0.8518308498788288,32200.0,1575940.8099904135,6091994.397966495,4763237.824649395,1575940.8099904135,6091994.397966495,4763237.824649395
323,0.1709749104229877,0.8954171178355629,32300.0,938440.9904791913,6009024.627680585,5047425.584793967,938440.9904791913,6009024.627680585,5047425.584793967
324,0.20528233948151825,0.94093536302239,32400.0,293377.3226923561,5877644.164165194,5290951.57085479,293377.3226923561,5877644.164165194,5290951.57085479
325,0.23884305652446491,0.9887622608891873,32500.0,-354043.8728240947,5699093.982816717,5492017.9621427385,-354043.8728240947,5699093.982816717,5492017.9621427385
326,0.2714975637805748,1.0393468905728642,32600.0,-998635.9937197226,5474960.022611021,5649158.3973166235,-998635.9937197226,5474960.022611021,5649158.3973166235
327,0.30303833891719467,1.0932321751792204,32700.0,-1635265.3942687002,5207158.199792238,5761242.8937896015,-1635265.3942687002,5207158.199792238,5761242.8937896015
328,0.33318965155811264,1.151083637853209,32800.0,-2258883.4347771797,4897918.396934131,5827481.142077613,-2258883.4347771797,4897918.396934131,5827481.142077613
329,0.36157708027161506,1.2137282713278248,32900.0,-2864557.4086755747,4549767.525776458,5847424.304250531,-2864557.4086755747,4549767.525776458,5847424.304250531
330,0.38768042399098107,1.2822072851272102,33000.0,-3447500.5113714174,4165511.6673345203,5820965.412703087,-3447500.5113714174,4165511.6673345203,5820965.412703087
331,0.41075926271961527,1.357847335955124,33100.0,-4003100.200201466,3748217.850101165,5748338.521266633,-4003100.200201466,3748217.850101165,5748338.521266633
332,0.4297328827635748,1.4423555273773943,33200.0,-4526947.756832762,3301193.455860272,5630116.334977207,-4526947.756832762,3301193.455860272,5630116.334977207
333,0.4429827663129789,1.537939662625677,33300.0,-5014863.326971186,2827967.5805487623,5467207.092374301,-5014863.326971186,2827967.5805487623,5467207.092374301
334,0.4480254394878284,1.6474458604307567,33400.0,-5462924.14981164,2332268.4641861673,5260849.605449084,-5462924.14981164,2332268.4641861673,5260849.605449084
335,0.44097698447430644,1.774470112029214,33500.0,-5867489.551508297,1818001.9257673426,5012607.399083825,-5867489.551508297,1818001.9257673426,5012607.399083825
336,0.4157332381109396,1.9233179889242475,33600.0,-6225226.102800058,1289228.0696010469,4724361.338603739,-6225226.102800058,1289228.0696010469,4724361.338603739
337,0.362979188416188,2.0985163914103957,33700.0,-6533131.896550524,750136.9891991364,4398300.827912829,-6533131.896550524,750136.9891991364,4398300.827912829
338,0.27005843336179386,2.303365584325849,33800.0,-6788560.014558934,205023.28086761525,4036913.443101757,-6788560.014558934,205023.28086761525,4036913.443101757
339,0.12529043826367584,2.53715436983442,33900.0,-6989241.079071472,-341740.70915113715,3642972.871572371,-6989241.079071472,-341740.70915113715,3642972.871572371
340,-0.06825123573204206,2.7920763157681012,34000.0,-7133304.740220726,-885732.9682449582,3219525.01271791,-7133304.740220726,-885732.9682449582,3219525.01271791
341,-0.27949409493452265,3.0532984995723993,34100.0,-7219299.903925637,-1422511.2768675904,2769872.0874726493,-7219299.903925637,-1422511.2768675904,2769872.0874726493
342,-0.4669255962828913,3.3045364804667474,34200.0,-7246213.456669025,-1947644.062283278,2297554.6015904807,-7246213.456669025,-1947644.062283278,2297554.6015904807
343,-0.6109782356660138,3.5349703892335897,34300.0,-7213487.195377575,-2456742.6304422542,1806331.012346565,-7213487.195377575,-2456742.6304422542,1806331.012346565
344,-0.715170248849819,3.7414201983390987,34400.0,-7121032.62398522,-2945494.71717298,1300154.96151279,-7121032.62398522,-2945494.71717298,1300154.96151279
345,-0.7902055182786966,3.9259549019999795,34500.0,-6969243.245066036,-3409699.2245942526,783149.988546164,-6969243.245066036,-3409699.2245942526,783149.988546164
346,-0.8453002602313108,4.092714234143758,34600.0,-6759003.860942363,-3845302.143354902,259581.44827683072,-6759003.860942363,-3845302.143354902,259581.44827683072
347,-0.8866338030028342,4.245931174012726,34700.0,-6491696.623391236,-4248432.947276529,-266173.8523335883,-6491696.623391236,-4248432.947276529,-266173.8523335883
348,-0.9180192808220577,4.389120012392739,34800.0,-6169203.081608648,-4615441.911446105,-789661.1423049088,-6169203.081608648,-4615441.911446105,-789661.1423049088
349,-0.9417518448075538,4.524890767718537,34900.0,-5793901.996974668,-4942937.302940805,-1306383.4551242306,-5793901.996974668,-4942937.302940805,-1306383.4551242306
350,-0.9592138887965722,4.655013882249278,35000.0,-5368662.364161882,-5227822.324753814,-1811839.8842853038,-5368662.364161882,-5227822.324753814,-1811839.8842853038
351,-0.9712547617120605,4.780561292533149,35100.0,-4896831.286222286,-5467331.201210532,-2301565.957587813,-4896831.286222286,-5467331.201210532,-2301565.957587813
352,-0.9784214658110819,4.9020610127946584,35200.0,-4382216.048356706,-5659063.956759444,-2771176.0854428424,-4382216.048356706,-5659063.956759444,-2771176.0854428424
353,-0.9810981247619032,5.0196465901236875,35300.0,-3829060.6523758974,-5801018.94154785,-3216407.0558486446,-3829060.6523758974,-5801018.94154785,-3216407.0558486446
354,-0.9795894915415576,5.133195623733039,35400.0,-3242015.999926786,-5891622.762093066,-3633162.7188466582,-3242015.999926786,-5891622.762093066,-3633162.7188466582
355,-0.9741690151757181,5.242452164107913,35500.0,-2626104.0336398524,-5929756.684011317,-4017558.8189899884,-2626104.0336398524,-5929756.684011317,-4017558.8189899884
356,-0.9651038611917933,5.347127099927809,35600.0,-1986675.766836578,-5914778.870450394,-4365967.424293707,-1986675.766836578,-5914778.870450394,-4365967.424293707
