,Alpha,Delta,deltaT,vx,vy,vz,x,y,z
357,-0.9526650349562762,5.44697175559641,35700.0,-1329363.4453983349,-5846541.753475296,-4675060.161157332,-1329363.4453983349,-5846541.753475296,-4675060.161157332
358,-0.9371284297666619,5.541823293229855,35800.0,-660027.2371771638,-5725403.897735105,-4941849.436386523,-660027.2371771638,-5725403.897735105,-4941849.436386523
359,-0.9187710687895446,5.631624553208109,35900.0,15302.978981078137,-5552235.7954172585,-5163726.801302409,15302.978981078137,-5552235.7954172585,-5163726.801302409
360,-0.8978655388648327,5.716424015924999,36000.0,690489.978372836,-5328419.139842864,-5338497.614841971,690489.978372836,-5328419.139842864,-5338497.614841971
361,-0.8746745120348082,5.796362789581163,36100.0,1359354.800510741,-5055839.259893514,-5464411.195388297,1359354.800510741,-5055839.259893514,-5464411.195388297
362,-0.84944635516253,5.871655055994179,36200.0,2015744.551953685,-4736870.554772359,-5540185.716124092,2015744.551953685,-4736870.554772359,-5540185.716124092
363,-0.8224121828423727,5.942566919397432,36300.0,2653601.2353090956,-4374354.94262741,-5565027.195454945,2653601.2353090956,-4374354.94262741,-5565027.195454945
364,-0.793784305865816,6.009396844728901,36400.0,3267030.441794984,-3971573.4621070204,-5538642.052860552,3267030.441794984,-3971573.4621070204,-5538642.052860552
365,-0.7637558680609882,6.072459236590759,36500.0,3850367.913486256,-3532211.923609673,-5461242.933009678,3850367.913486256,-3532211.923609673,-5461242.933009678
366,-0.7325012301775031,6.132071958516581,36600.0,4398245.3826475255,-3060319.186062867,-5333547.273318414,4398245.3826475255,-3060319.186062867,-5333547.273318414
367,-0.7001771074820461,6.188546999954651,36700.0,4905648.736023286,-2560263.10425536,-5156769.359840837,4905648.736023286,-2560263.10425536,-5156769.359840837
368,-0.6669238253126482,6.242184608341085,36800.0,5367975.021608444,-2036679.1449766795,-4932604.920527267,5367975.021608444,-2036679.1449766795,-4932604.920527267
369,-0.6328668579957035,0.010084260623722382,36900.0,5781080.836683357,-1494417.678802508,-4663209.605289588,5781080.836683357,-1494417.678802508,-4663209.605289588
370,-0.5981183472869045,0.058884093981547814,37000.0,6141324.719422592,-938488.2751744683,-4351171.286015692,6141324.719422592,-938488.2751744683,-4351171.286015692
371,-0.5627785794927899,0.10564856598729024,37100.0,6445601.901958233,-374002.88671755604,-3999476.9971020017,6445601.901958233,-374002.88671755604,-3999476.9971020017
372,-0.526937371026902,0.15061009497860578,37200.0,6691371.1628042925,193881.13121001283,-3611475.246318686,6691371.1628042925,193881.13121001283,-3611475.246318686
373,-0.4906753429499025,0.1939847643090139,37300.0,6876673.596036325,760017.1535477969,-3190834.5323186526,6876673.596036325,760017.1535477969,-3190834.5323186526
374,-0.4540650806048244,0.23597370994841982,37400.0,7000143.323914515,1319323.6345313112,-2741498.953525332,7000143.323914515,1319323.6345313112,-2741498.953525332
375,-0.41717218425194974,0.27676472913538386,37500.0,7061010.373934134,1866835.8384264638,-2267641.808168014,7061010.373934134,1866835.8384264638,-2267641.808168014
376,-0.38005622243052867,0.31653400789305686,37600.0,7059096.113115695,2397754.2403176827,-1773618.0688135945,7059096.113115695,2397754.2403176827,-1773618.0688135945
377,-0.3427716030360043,0.35544790508936586,37700.0,6994801.776158108,2907489.0208430924,-1263916.5703527965,6994801.776158108,2907489.0208430924,-1263916.5703527965
378,-0.30536837886072254,0.3936647603944665,37800.0,6869090.736393464,3391700.2202288704,-743112.682699897,6869090.736393464,3391700.2202288704,-743112.682699897
379,-0.26789300653900044,0.43133671451129535,37900.0,6683465.25450641,3846333.244174432,-215822.17010813043,6683465.25450641,3846333.244174432,-215822.17010813043
380,-0.23038906969089312,0.46861155611563515,38000.0,6439938.435322667,4267649.654324286,313343.28663924744,6439938.435322667,4267649.654324286,313343.28663924744
381,-0.19289800920293015,0.5056345928982713,38100.0,6141002.31455778,4652252.936210308,839818.0976505555,6141002.31455778,4652252.936210308,839818.0976505555
382,-0.15545984586098496,0.5425506161123318,38200.0,5789592.651643525,4997109.748760321,1359122.4425537032,5789592.651643525,4997109.748760321,1359122.4425537032
383,-0.11811395452357462,0.5795059695695621,38300.0,5389051.360226488,5299566.412627489,1866898.8670867626,5389051.360226488,5299566.412627489,1866898.8670867626
384,-0.0808999058634257,0.6166507959407332,38400.0,4943087.224302858,5557361.062200902,2358945.8249674705,4943087.224302858,5557361.062200902,2358945.8249674705
385,-0.043858404234707486,0.6541415447141283,38500.0,4455735.391549556,5768631.795733014,2831248.197023998,4455735.391549556,5768631.795733014,2831248.197023998
386,-0.007032395584125357,0.692143813689877,38600.0,3931316.487291906,5931920.967749709,3280004.443526921,3931316.487291906,5931920.967749709,3280004.443526921
387,0.02953161473788721,0.7308356746621244,38700.0,3374395.5300652785,6046176.164984343,3701650.7897112537,3374395.5300652785,6046176.164984343,3701650.7897112537
388,0.06578192788049383,0.7704116309288328,38800.0,2789741.2277789195,6110748.1004558075,4092882.3342454755,2789741.2277789195,6110748.1004558075,4092882.3342454755
389,0.10165957943766685,0.8110874287082459,38900.0,2182285.911192632,6125385.814444084,4450671.296133171,2182285.911192632,6125385.814444084,4450671.296133171
390,0.13709564649216605,0.8531060125287394,39000.0,1557086.3574220962,6090229.508751913,4772282.559893052,1557086.3574220962,6090229.508751913,4772282.559893052
391,0.17200766772724568,0.8967450195198691,39100.0,919285.6786380452,6005801.322772383,5055286.706214397,919285.6786380452,6005801.322772383,5055286.706214397
392,0.20629478088396574,0.9423263545403229,39200.0,274076.389779652,5872994.330144256,5297570.7224338055,274076.389779652,5872994.330144256,5297570.7224338055
393,0.23983097794603758,0.9902285965713825,39300.0,-373335.28415045515,5693060.000914168,5497346.585913113,-373335.28415045515,5693060.000914168,5497346.585913113
394,0.27245555213791944,1.0409032827219773,39400.0,-1017763.8453843985,5467594.337758319,5653157.904985414,-1017763.8453843985,5467594.337758319,5653157.904985414
395,0.30395927888390634,1.0948965340739094,39500.0,-1654077.7255565298,5198522.8573459955,5763884.787801925,-1654077.7255565298,5198522.8573459955,5763884.787801925
396,0.3340639892101429,1.152878068548842,39600.0,-2277231.300596116,4888084.550529637,5828747.090317618,-2277231.300596116,4888084.550529637,5828747.090317618
397,0.36239169889095535,1.215680424662203,39700.0,-2882295.78551159,4538814.918703171,5847306.171851966,-2882295.78551159,4538814.918703171,5847306.171851966
398,0.3884168880307228,1.2843521896521926,39800.0,-3464489.1665249267,4153528.093435885,5819465.254043368,-3464489.1665249267,4153528.093435885,5819465.254043368
399,0.4113910149970795,1.3602298651874662,39900.0,-4019204.5617695474,3735298.5723429415,5745468.533080211,-4019204.5617695474,3735298.5723429415,5745468.533080211
400,0.4302206745764946,1.4450336256927645,40000.0,-4542039.72039148,3287440.6196103795,5625898.768691551,-4542039.72039148,3287440.6196103795,5625898.768691551
401,0.4432671023675979,1.5409882927504772,40100.0,-5028822.04676755,2813489.6076953243,5461674.139877626,-5028822.04676755,2813489.6076953243,5461674.139877626
402,0.44801406822979883,1.650961062302996,40200.0,-5475636.834408549,2317179.389910638,5254043.234138513,-5475636.834408549,2317179.389910638,5254043.234138513
403,0.4405247975919581,1.7785709537073378,40300.0,-5878852.214537045,1802420.7275482838,5004579.154262869,-5878852.214537045,1802420.7275482838,5004579.154262869
404,0.4146134932394266,1.9281405306486235,40400.0,-6235144.298062557,1273277.9590391857,4715172.102492821,-6235144.298062557,1273277.9590391857,4715172.102492821
405,0.3608576000145052,2.104187316566898,40500.0,-6541521.430056803,733944.6695089457,4388020.53371339,-6541521.430056803,733944.6695089457,4388020.53371339
406,0.2665306332041139,2.3099385826563203,40600.0,-6795347.630991405,188718.16765635367,4025620.7404836593,-6795347.630991405,188718.16765635367,4025620.7404836593
407,0.12014166477514962,2.544510990691528,40700.0,-6994365.118892264,-358027.30593894096,3630754.7394704474,-6994365.118892264,-358027.30593894096,3630754.7394704474
408,-0.07451401522892546,2.799861237468004,40800.0,-7136715.762278447,-901868.7028790219,3206476.314980588,-7136715.762278447,-901868.7028790219,3206476.314980588
409,-0.2856000972601327,3.0610084442410352,40900.0,-7220961.266996289,-1438363.6678533424,2756095.0667383084,-7220961.266996289,-1438363.6678533424,2756095.0667383084
410,-0.47187266057007055,3.311743667260548,41000.0,-7246101.85192314,-1963081.4339125676,2283158.3067990174,-7246101.85192314,-1963081.4339125676,2283158.3067990174
411,-0.6146130259961122,3.541473766688995,41100.0,-7211593.120342611,-2471635.0947746234,1791430.6555624576,-7211593.120342611,-2471635.0947746234,1791430.6555624576
412,-0.7177768701391418,3.747222796294662,41200.0,-7117360.787224623,-2959715.1939571183,1284871.2002644758,-7117360.787224623,-2959715.1939571183,1284871.2002644758
413,-0.7920993727597277,3.9311635750608898,41300.0,-6963812.889350556,-3423124.4958727323,767608.1297790197,-6963812.889350556,-3423124.4958727323,767608.1297790197
414,-0.8467083237225552,4.097460226044556,41400.0,-6751848.993177604,-3857813.9319620226,243910.57728815184,-6751848.993177604,-3857813.9319620226,243910.57728815184
415,-0.8876994144089351,4.250331654719798,41500.0,-6482866.134948309,-4259919.022313639,-281841.83010741137,-6482866.134948309,-4259919.022313639,-281841.83010741137
416,-0.9188291918473676,4.3932659456996355,41600.0,-6158760.747589345,-4625797.197936838,-805192.5319806441,-6158760.747589345,-4625797.197936838,-805192.5319806441
417,-0.9423581313543006,4.528846491091926,41700.0,-5781926.339394821,-4952064.990614389,-1321643.8793616337,-5781926.339394821,-4952064.990614389,-1321643.8793616337
418,-0.9596481544375586,4.658820706882949,41800.0,-5355246.365898186,-5235634.959854439,-1826695.459078145,-5355246.365898186,-5235634.959854439,-1826695.459078145
419,-0.9715368236198613,4.784242072328215,41900.0,-4882081.945256152,-5473751.744308506,-2315884.5269801924,-4882081.945256152,-5473751.744308506,-2315884.5269801924
420,-0.9785646111623755,4.9056247186513104,42000.0,-4366253.755211149,-5664026.790511707,-2784828.50995819,-4366253.755211149,-5664026.790511707,-2784828.50995819
421,-0.9811122808722635,5.023092621530427,42100.0,-3812018.395163784,-5804470.803771667,-3229268.5292540626,-3812018.395163784,-5804470.803771667,-3229268.5292540626
422,-0.9794830958315153,5.13651772088531,42200.0,-3224038.3826194024,-5893523.5875675175,-3645114.1060079564,-3224038.3826194024,-5893523.5875675175,-3645114.1060079564
423,-0.9739500466683079,5.245641749654711,42300.0,-2607346.111738738,-5930080.331662752,-4028487.99077333,-2607346.111738738,-5930080.331662752,-4028487.99077333
424,-0.9647803245216335,5.350175878399087,42400.0,-1967301.7039692933,-5913513.71519924,-4375770.568278757,-1967301.7039692933,-5913513.71519924,-4375770.568278757
425,-0.9522450983391606,5.449873471951021,42500.0,-1309545.000107748,-5843691.1227611005,-4683643.044355924,-1309545.000107748,-5843691.1227611005,-4683643.044355924
426,-0.9366203646214043,5.5445746720125175,42600.0,-639942.0944016012,-5720986.334690575,-4949128.5950127775,-639942.0944016012,-5720986.334690575,-4949128.5950127775
427,-0.9181830979500407,5.6342255517824915,42700.0,35473.01196635328,-5546285.1334849,-5169630.632273341,35473.01196635328,-5546285.1334849,-5169630.632273341
428,-0.8972056649933531,5.718877589590242,42800.0,710560.8867157805,-5320984.377281647,-5342967.344209109,710560.8867157805,-5320984.377281647,-5342967.344209109
429,-0.8739503678533823,5.7986743742166915,42900.0,1379142.3578098407,-5046984.22701406,-5467401.700372923,1379142.3578098407,-5046984.22701406,-5467401.700372923
430,-0.8486650941445578,5.873831940266464,43000.0,2035066.364252463,-4726673.37172035,-5541666.179863184,2035066.364252463,-4726673.37172035,-5541666.179863184
431,-0.8215804136962824,5.944617626704971,43100.0,2672278.7968654223,-4362907.270909794,-5564981.576916423,2672278.7968654223,-4362907.270909794,-5564981.576916423
432,-0.7929080659380633,6.011330593243452,43200.0,3284891.1578641846,-3958979.5631913343,-5537069.35894197,3284891.1578641846,-3958979.5631913343,-5537069.35894197
433,-0.7628406253410986,6.074285510280988,43300.0,3867247.086879831,-3518587.516449511,-5458157.283421304,3867247.086879831,-3518587.516449511,-5458157.283421304
434,-0.7315519075636833,6.133800184666324,43400.0,4413988.060081082,-3045790.159991447,-5328977.751733977,4413988.060081082,-3045790.159991447,-5328977.751733977
435,-0.6991981201342905,6.190186326519559,43500.0,4920111.426002887,-2544964.098439902,-5150759.668365347,4920111.426002887,-2544964.098439902,-5150759.668365347
436,-0.6659191228362651,6.243743765366852,43600.0,5381027.270040715,-2020751.9847002518,-4925212.820617127,5381027.270040715,-2020751.9847002518,-4925212.820617127
437,-0.6318399703739183,0.011571481882249232,43700.0,5792606.584390668,-1478009.750426477,-4654506.178162139,5792606.584390668,-1478009.750426477,-4654506.178162139
438,-0.5970724299238211,0.06030708539596506,43800.0,6151223.449694749,-921750.8439798485,-4341240.0210535955,6151223.449694749,-921750.8439798485,-4341240.0210535955
439,-0.5617164560070683,0.10701450653061849,43900.0,6453789.557156274,-357089.39469184447,-3988412.730777255,6453789.557156274,-357089.39469184447,-3988412.730777255
440,-0.5258615729214516,0.15192565946441855,44000.0,6697780.821461404,210816.75665485207,-3599382.975557899,6697780.821461404,210816.75665485207,-3599382.975557899
441,-0.48958814585004645,0.19525616025552725,44100.0,6881255.908277666,776822.1507504606,-3177828.128164014,6881255.908277666,776822.1507504606,-3177828.128164014
442,-0.4529685371230879,0.23720672298072798,44200.0,7002866.709070777,1335847.992170211,-2727699.801871825,7002866.709070777,1335847.992170211,-2727699.801871825
443,-0.4160681537607771,0.2779647731840746,44300.0,7061860.989706046,1882933.7904415573,-2253177.4043089324,7061860.989706046,1882933.7904415573,-2253177.4043089324
444,-0.37894639815251774,0.3177061778113834,44400.0,7058077.6103635505,2413285.651974904,-1758620.591586461,7058077.6103635505,2413285.651974904,-1758620.591586461
445,-0.3416575369309628,0.356597030329521,44500.0,6991934.857207779,2922320.6509197764,-1248521.4599704402,6991934.857207779,2922320.6509197764,-1248521.4599704402
446,-0.3042515048269511,0.39479545914076847,44600.0,6864412.537596859,3405706.8485369906,-727457.2440291087,6864412.537596859,3405706.8485369906,-727457.2440291087
447,-0.26677466242607467,0.43245344828646587,44700.0,6677028.575441962,3859398.6583340564,-200044.2197321963,6677028.575441962,3859398.6583340564,-200044.2197321963
448,-0.2292705189635813,0.46971868501140535,44800.0,6431810.839362969,4279667.489679058,329106.70989190944,6431810.839362969,4279667.489679058,329106.70989190944
449,-0.1917804622605047,0.5067364328524184,44900.0,6131265.121695838,4663127.37722664,855431.954619047,6131265.121695838,4663127.37722664,855431.954619047
450,-0.1543444824287942,0.54365149866415,45000.0,5778339.84934415,5006756.086360661,1374454.8283460124,5778339.84934415,5006756.086360661,1374454.8283460124
451,-0.1170019475216151,0.5806103060542507,45100.0,5376388.452555437,5307911.468932574,1881822.0575483032,5376388.452555437,5307911.468932574,1881822.0575483032
452,-0.07979244792990975,0.6177631479270338,45200.0,4929130.040499183,5564343.488959819,2373337.228853618,4929130.040499183,5564343.488959819,2373337.228853618
453,-0.04275673782925441,0.655266703583712,45300.0,4440608.867033849,5774202.257770388,2844991.217033527,4440608.867033849,5774202.257770388,2844991.217033527
454,-0.005937848967275363,0.6932868920222369,45400.0,3915153.440207143,5936042.217722615,3292989.238951686,3915153.440207143,5936042.217722615,3292989.238951686
455,0.030617583864851812,0.7320022141906948,45500.0,3357335.440057163,6048823.023332968,3713774.9497926417,3357335.440057163,6048823.023332968,3713774.9497926417
456,0.06685767767204367,0.7716077324592561,45600.0,2771929.0302826413,6111907.349623948,4104051.463147112,2771929.0302826413,6111907.349623948,4104051.463147112
457,0.10272321365085817,0.8123199115145086,45700.0,2163870.8150944435,6125056.017805991,4460799.51476141,2163870.8150944435,6125056.017805991,4460799.51476141
458,0.13814492214045265,0.854382613323253,45800.0,1538220.692279568,6088420.763825439,4781292.929955958,1538220.692279568,6088420.763825439,4781292.929955958
459,0.17303987099990273,0.8980746447802673,45900.0,900123.7757017897,6002534.957487991,5063111.582257409,900123.7757017897,6002534.957487991,5063111.582257409
460,0.20730655686204455,0.9437194051953622,46000.0,254773.49935305724,5868302.549980739,5304152.037666886,254773.49935305724,5868302.549980739,5304152.037666886
461,0.24081809199291468,0.9916973914593231,46100.0,-392624.0379385357,5686985.493655781,5502636.077491838,-392624.0379385357,5686985.493655781,5502636.077491838
462,0.27341254848807717,1.0424626177402174,46200.0,-1036884.4725179179,5460189.841520422,5657117.284059304,-1036884.4725179179,5460189.841520422,5657117.284059304
463,0.3048789816330163,1.096564428696205,46300.0,-1672878.3418523907,5189850.696394212,5766485.859138164,-1672878.3418523907,5189850.696394212,5766485.859138164
464,0.33493675685281155,1.1546767716362185,46400.0,-2295563.064969914,4878216.142314174,5829971.825676391,-2295563.064969914,4878216.142314174,5829971.825676391
465,0.36320428545135447,1.2176377778412435,46500.0,-2900013.8050057683,4527830.254470825,5847146.740563036,-2900013.8050057683,4527830.254470825,5847146.740563036
466,0.38915066291086625,1.2865034758593412,46600.0,-3481453.3647053763,4141515.1984213716,5817924.013866482,-3481453.3647053763,4141515.1984213716,5817924.013866482
467,0.41201911981905504,1.36262029710275,46700.0,-4035280.547907483,3722352.923503155,5742557.982090558,-4035280.547907483,3722352.923503155,5742557.982090558
468,0.43070338503708977,1.447721595238829,46800.0,-4557099.5953707015,3273664.5582684632,5621641.45658629,-4557099.5953707015,3273664.5582684632,5621641.45658629
469,0.4435441581033888,1.5440493352609599,46900.0,-5042745.193753663,2798991.732821649,5456102.5526702395,-5042745.193753663,2798991.732821649,5456102.5526702395
470,0.44799197645577604,1.6544918964910793,47000.0,-5488310.713730471,2302073.8940263465,5247199.6279669935,-5488310.713730471,2302073.8940263465,5247199.6279669935
471,0.44005646865057646,1.7826913049163258,47100.0,-5890173.113834679,1786826.7248237978,4996515.35660398,-5890173.113834679,1786826.7248237978,4996515.35660398
472,0.4134692634203413,1.9329867045986455,47200.0,-6245018.066725849,1257318.7761309557,4705949.269879266,-6245018.066725849,1257318.7761309557,4705949.269879266
473,0.3586999440302324,2.10988496119034,47300.0,-6549864.190543135,717747.1019894225,4377708.864404203,-6549864.190543135,717747.1019894225,4377708.864404203
474,0.26295545194933373,2.316537780724389,47400.0,-6802086.464475414,172411.69966403348,4014299.1384418905,-6802086.464475414,172411.69966403348,4014299.1384418905
475,0.1149474628196103,2.551886676933882,47500.0,-6999438.721425716,-374311.3209419418,3618510.42552087,-6999438.721425716,-374311.3209419418,3618510.42552087
476,-0.0807923404906627,2.8076514221665856,47600.0,-7140075.0662742285,-917997.901884885,3193404.380683452,-7140075.0662742285,-917997.901884885,3193404.380683452
477,-0.2916818460583706,3.068708647739199,47700.0,-7222570.0214288235,-1454205.5795732108,2742297.966351877,-7222570.0214288235,-1454205.5795732108,2742297.966351877
478,-0.4767791946248709,3.3189315560725863,47800.0,-7245937.153193951,-1978504.4215550579,2268745.282743675,-7245937.153193951,-1978504.4215550579,2268745.282743675
479,-0.6182122337570218,3.5479554296521614,47900.0,-7209645.884338745,-2486509.3392024525,1776517.0930736584,-7209645.884338745,-2486509.3392024525,1776517.0930736584
480,-0.7203580226826128,3.7530058632932617,48000.0,-7113636.151752777,-2973913.7146852603,1269577.9074604127,-7113636.151752777,-2973913.7146852603,1269577.9074604127
481,-0.7939759312359475,3.9363565609825217,48100.0,-6958330.534689827,-3436524.2065806515,752060.5392872811,-6958330.534689827,-3436524.2065806515,752060.5392872811
482,-0.8481044465028634,4.102194335715442,48200.0,-6744643.368989223,-3870296.7197778025,228237.87274070177,-6744643.368989223,-3870296.7197778025,228237.87274070177
483,-0.8887563619286624,4.25472336522981,48300.0,-6473986.577161612,-4271372.853665156,-297507.6745878639,-6473986.577161612,-4271372.853665156,-297507.6745878639
484,-0.9196324061089233,4.397405400195147,48400.0,-6148271.473818712,-4636117.228346028,-820717.7847824778,-6148271.473818712,-4636117.228346028,-820717.7847824778
485,-0.9429589056996946,4.532797278991306,48500.0,-5769906.307859781,-4961154.673194785,-1336894.1605244777,-5769906.307859781,-4961154.673194785,-1336894.1605244777
486,-0.9600776366303319,4.662623521568147,48600.0,-5341788.984726477,-5243407.136369567,-1841536.9180179234,-5341788.984726477,-5243407.136369567,-1841536.9180179234
487,-0.9718145729906328,4.787919288389436,48700.0,-4867294.621777573,-5480129.701707912,-2330185.0788263027,-4867294.621777573,-5480129.701707912,-2330185.0788263027
488,-0.9787037767745006,4.909184960781188,48800.0,-4350257.2680709325,-5668945.266849633,-2798459.125288861,-4350257.2680709325,-5668945.266849633,-2798459.125288861
489,-0.9811227236184574,5.026535066212702,48900.0,-3794946.0940217027,-5807876.9188033715,-3242104.551591481,-3794946.0940217027,-5807876.9188033715,-3242104.551591481
490,-0.9793732278517682,5.139835994149873,49000.0,-3206035.2009112146,-5895377.681457417,-3657036.589921712,-3206035.2009112146,-5895377.681457417,-3657036.589921712
491,-0.9737278428943468,5.248827248992747,49100.0,-2588567.396920813,-5930356.68843505,-4039385.036389581,-2588567.396920813,-5930356.68843505,-4039385.036389581
492,-0.9644537937730667,5.353220348002411,49200.0,-1947911.8688905584,-5912201.150233794,-4385538.630913625,-1947911.8688905584,-5912201.150233794,-4385538.630913625
493,-0.9518224134616092,5.452770735882182,49300.0,-1289716.0049308925,-5840793.414397281,-4692188.195423376,-1289716.0049308925,-5840793.414397281,-4692188.195423376
494,-0.9361097980213781,5.5473215505129225,49400.0,-619851.773728529,-5716522.4819813855,-4956367.709230038,-619851.773728529,-5716522.4819813855,-4956367.709230038
495,-0.9175928683441855,5.636822096914858,49500.0,55642.75683785416,-5540289.424992474,-5175492.475844637,55642.75683785416,-5540289.424992474,-5175492.475844637
496,-0.8965437660030763,5.721326839043298,49600.0,730626.0054234811,-5313506.259482121,-5347393.539218958,730626.0054234811,-5313506.259482121,-5347393.539218958
497,-0.873224419267846,5.800981828402865,49700.0,1398918.648883305,-5038087.965291631,-5470347.54211966,1398918.648883305,-5038087.965291631,-5470347.54211966
498,-0.8478822339275999,5.876004933350728,49800.0,2054371.5199943262,-4716437.501925419,-5543101.286327428,2054371.5199943262,-4716437.501925419,-5543101.286327428
499,-0.8207472337241322,5.946664710132992,49900.0,2690934.4588947427,-4351423.84484022,-5564890.35293578,2690934.4588947427,-4351423.84484022,-5564890.35293578
500,-0.7920305864286364,6.013260998746651,50000.0,3302724.938544019,-3946353.201520721,-5535451.262276273,3302724.938544019,-3946353.201520721,-5535451.262276273
501,-0.7619242976019662,6.076108724254462,50100.0,3884094.553352429,-3504934.2609504545,-5455026.883282889,3884094.553352429,-3504934.2609504545,-5455026.883282889
502,-0.7306016387538733,6.135525628852356,50200.0,4429694.576966784,-3031236.182005714,-5324364.573763838,4429694.576966784,-3031236.182005714,-5324364.573763838
503,-0.6982183108929052,6.191823138069789,50300.0,4934533.868863208,-2529644.2745003775,-5144707.843036355,4934533.868863208,-2529644.2745003775,-5144707.843036355
504,-0.6649137095909801,6.245300660382909,50400.0,5394035.595407407,-2004808.3298702731,-4917780.518259777,5394035.595407407,-2004808.3298702731,-4917780.518259777
505,-0.630812471292519,0.01305667865830581,50500.0,5804085.181151209,-1461589.7912692914,-4645764.864050432,5804085.181151209,-1461589.7912692914,-4645764.864050432
506,-0.5960259899099131,0.061728273994323214,50600.0,6161072.279941127,-905005.9353434718,-4331273.539030503,6161072.279941127,-905005.9353434718,-4331273.539030503
507,-0.5606538894098332,0.10837885047161999,50700.0,6461925.065737361,-340173.01738021383,-3977316.2380758026,6461925.065737361,-340173.01738021383,-3977316.2380758026
508,-0.5247854031051993,0.15323981903738534,50800.0,6704136.605876202,227750.6863784329,-3587261.7528117034,6704136.605876202,227750.6863784329,-3587261.7528117034
509,-0.4885006413295241,0.19652632970751424,50900.0,6885783.1469176775,793620.9307202613,-3164796.290503752,6885783.1469176775,793620.9307202613,-3164796.290503752
510,-0.45187174433115074,0.238438676108199,51000.0,7005534.351859296,1352361.7165484228,-2713878.937900651,7005534.351859296,1352361.7165484228,-2713878.937900651
511,-0.41496392673471705,0.27916391363223464,51100.0,7062655.720644094,1899016.8416508685,-2238695.1696731714,7062655.720644094,1899016.8416508685,-2238695.1696731714
512,-0.37783642555140895,0.3188775917382884,51200.0,7057003.596183918,2428798.083264525,-1743609.282893167,7057003.596183918,2428798.083264525,-1743609.282893167
513,-0.3405433668648126,0.3577455401014667,51300.0,6989013.300127808,2937129.444669664,-1233116.593075442,6989013.300127808,2937129.444669664,-1233116.593075442
514,-0.3031345680159294,0.39592567747616053,51400.0,6859681.05297759,3419687.0396426055,-711796.1583808961,6859681.05297759,3419687.0396426055,-711796.1583808961
515,-0.2656562941890883,0.4335698328779811,51500.0,6670540.4167828215,3872434.316686846,-184264.72703723318,6670540.4167828215,3872434.316686846,-184264.72703723318
516,-0.22815198087033559,0.47082559379658967,51600.0,6423633.9953603335,4291652.555834769,344867.6131855354,6423633.9953603335,4291652.555834769,344867.6131855354
517,-0.19066296346717315,0.507838181351049,51700.0,6121481.306264736,4673966.359499673,871039.306826501,6121481.306264736,4673966.359499673,871039.306826501
518,-0.15322920210233185,0.5447524198405955,51800.0,5767043.410333469,5016364.614090288,1389776.8345813786,5767043.410333469,5016364.614090288,1389776.8345813786
519,-0.11589005876944884,0.5817148146694069,51900.0,5363685.219357094,5316216.713347387,1896731.133453973,5363685.219357094,5316216.713347387,1896731.133453973
520,-0.0786851444197357,0.6188758111989549,52000.0,4915136.131684448,5571284.457987002,2387710.94994142,4915136.131684448,5571284.457987002,2387710.94994142
521,-0.04165526402634619,0.6563923210819519,52100.0,4425449.470827685,5779729.97617242,2858713.1769470307,4425449.470827685,5779729.97617242,2858713.1769470307
522,-0.004843536314915951,0.6944305874704046,52200.0,3898961.591040888,5940119.798819436,3305949.809291502,3898961.591040888,5940119.798819436,3305949.809291502
523,0.03170327302930249,0.7331695439908971,52300.0,3340250.7976401728,6051425.646257742,3725871.9508057125,3340250.7976401728,6051425.646257742,3725871.9508057125
524,0.0679330950233787,0.772804816370427,52400.0,2754096.674476812,6113022.151153006,4115190.746146823,2754096.674476812,6113022.151153006,4115190.746146823
525,0.10378645407085905,0.8135535930674513,52500.0,2145440.0643781284,6124681.909190769,4470895.461548412,2145440.0643781284,6124681.909190769,4470895.461548412
526,0.13919373058365525,0.8556606601610517,52600.0,1519343.9519234449,6086568.182184852,4790268.874645153,1519343.9519234449,6086568.182184852,4790268.874645153
527,0.17407151727403555,0.8994060028375603,52700.0,880955.4198458735,5999225.560504109,5070900.161254872,880955.4198458735,5999225.560504109,5070900.161254872
528,0.2083176636737342,0.9451145259044279,52800.0,235468.78947291477,5863568.861678233,5310695.473610818,235468.78947291477,5863568.861678233,5310695.473610818
529,0.24180439384821287,0.9931686586596417,52900.0,-411909.9971395433,5680870.507987455,5507886.402811487,-411909.9971395433,5680870.507987455,5507886.402811487
530,0.27436854650177384,1.044024911582702,53000.0,-1055997.7399471677,5452746.58937242,5661036.509452724,-1055997.7399471677,5452746.58937242,5661036.509452724
531,0.3057974386702486,1.0982358787371767,53100.0,-1691667.1106925022,5181141.780502453,5769046.091759644,-1691667.1106925022,5181141.780502453,5769046.091759644
532,0.3358079428314194,1.1564797717455462,53200.0,-2313878.5989488796,4868313.243481723,5831155.341189136,-2313878.5989488796,4868313.243481723,5831155.341189136
533,0.36401482358460213,1.2196003620678209,53300.0,-2917711.3425009,4516813.611417472,5846946.012484189,-2917711.3425009,4516813.611417472,5846946.012484189
534,0.3898817250717439,1.2886611837249657,53400.0,-3498392.9863027465,4129473.0672665397,5816341.703295422,-3498392.9863027465,4129473.0672665397,5816341.703295422
535,0.4126435482690684,1.3650187059950958,53500.0,-4051328.195968117,3709380.872224873,5739606.860348858,-4051328.195968117,3709380.872224873,5739606.860348858
536,0.4311809614549717,1.4504195028883105,53600.0,-4572127.274427361,3259865.3684784956,5617344.427568872,-4572127.274427361,3259865.3684784956,5617344.427568872
